shot_id,episode,scene_id,beat,start_time_sec,duration_sec,location_id,location_name,characters,action,dialogue,emotion,shot_type,camera,movement,composition,props,wardrobe,lighting,style_keywords,continuity_notes,storyboard_prompt,video_prompt,negative_prompt,seed,reference_pack,output_type,output_path,priority
S0043,1,SC02,setup,127,5,L1,管事处,C1,C1递上木牌,名册上没你。,压抑,WS,eye-level,handheld slight,diagonal,,C1:dark-blue hanfu,indoor soft,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 管事处, indoor soft, characters C1, C1递上木牌, emotion 压抑. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100044,refpacks/C1,storyboard,episodes/ep0001/storyboard/S0043.png,mid
S0044,1,SC02,setup,132,5,L1,管事处,C1,管事摆手拒绝,陆师兄说了。,受挫,MCU,eye-level,static,rule-of-thirds,register_book,C1:dark-blue hanfu,indoor soft,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 管事处, indoor soft, characters C1, 管事摆手拒绝, emotion 受挫. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100045,refpacks/C1,storyboard,episodes/ep0001/storyboard/S0044.png,mid
S0045,1,SC02,setup,137,4,L1,管事处,C1,C1递上木牌,别浪费宗门资源。,受挫,MCU,eye-level,handheld slight,diagonal,token,C1:dark-blue hanfu,indoor soft,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 管事处, indoor soft, characters C1, C1递上木牌, emotion 受挫. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100046,refpacks/C1,storyboard,episodes/ep0001/storyboard/S0045.png,mid
S0046,1,SC02,setup,141,3,L1,管事处,C1,管事摆手拒绝,陆师兄说了。,受挫,CU,eye-level,static,rule-of-thirds,register_book,C1:dark-blue hanfu,indoor soft,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 管事处, indoor soft, characters C1, 管事摆手拒绝, emotion 受挫. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100047,refpacks/C1,storyboard,episodes/ep0001/storyboard/S0046.png,mid
S0047,1,SC02,setup,144,3,L1,管事处,C1,C1递上木牌,别浪费宗门资源。,压抑,CU,eye-level,slow push-in,diagonal,register_book,C1:dark-blue hanfu,indoor soft,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 管事处, indoor soft, characters C1, C1递上木牌, emotion 压抑. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100048,refpacks/C1,storyboard,episodes/ep0001/storyboard/S0047.png,mid
S0048,1,SC02,setup,147,3,L1,管事处,C1,柜台敲响,别浪费宗门资源。,受挫,MS,eye-level,static,diagonal,token,C1:dark-blue hanfu,indoor soft,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 管事处, indoor soft, characters C1, 柜台敲响, emotion 受挫. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100049,refpacks/C1,storyboard,episodes/ep0001/storyboard/S0048.png,mid
S0049,1,SC02,setup,150,5,L1,管事处,C1,柜台敲响,……,窘迫,WS,eye-level,static,over-shoulder,,C1:dark-blue hanfu,indoor soft,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 管事处, indoor soft, characters C1, 柜台敲响, emotion 窘迫. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100050,refpacks/C1,storyboard,episodes/ep0001/storyboard/S0049.png,mid
S0050,1,SC02,setup,155,4,L1,管事处,C1,管事摆手拒绝,陆师兄说了。,压抑,MCU,eye-level,static,rule-of-thirds,token,C1:dark-blue hanfu,indoor soft,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 管事处, indoor soft, characters C1, 管事摆手拒绝, emotion 压抑. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100051,refpacks/C1,storyboard,episodes/ep0001/storyboard/S0050.png,mid
S0051,1,SC02,setup,159,3,L1,管事处,C1,C1递上木牌,陆师兄说了。,窘迫,CU,eye-level,static,center,register_book,C1:dark-blue hanfu,indoor soft,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 管事处, indoor soft, characters C1, C1递上木牌, emotion 窘迫. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100052,refpacks/C1,storyboard,episodes/ep0001/storyboard/S0051.png,mid
S0052,1,SC02,setup,162,4,L1,管事处,C1,管事摆手拒绝,名册上没你。,窘迫,CU,eye-level,static,over-shoulder,,C1:dark-blue hanfu,indoor soft,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 管事处, indoor soft, characters C1, 管事摆手拒绝, emotion 窘迫. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100053,refpacks/C1,storyboard,episodes/ep0001/storyboard/S0052.png,mid
S0053,1,SC02,setup,166,4,L1,管事处,C1,柜台敲响,别浪费宗门资源。,窘迫,MS,eye-level,static,diagonal,,C1:dark-blue hanfu,indoor soft,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 管事处, indoor soft, characters C1, 柜台敲响, emotion 窘迫. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100054,refpacks/C1,storyboard,episodes/ep0001/storyboard/S0053.png,mid
S0054,1,SC02,setup,170,3,L1,管事处,C1,柜台敲响,……,窘迫,MCU,eye-level,handheld slight,over-shoulder,token,C1:dark-blue hanfu,indoor soft,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 管事处, indoor soft, characters C1, 柜台敲响, emotion 窘迫. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100055,refpacks/C1,storyboard,episodes/ep0001/storyboard/S0054.png,mid
S0055,1,SC02,setup,173,4,L1,管事处,C1,管事摆手拒绝,陆师兄说了。,压抑,WS,eye-level,static,rule-of-thirds,,C1:dark-blue hanfu,indoor soft,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 管事处, indoor soft, characters C1, 管事摆手拒绝, emotion 压抑. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100056,refpacks/C1,storyboard,episodes/ep0001/storyboard/S0055.png,mid
S0056,1,SC02,setup,177,3,L1,管事处,C1,管事摆手拒绝,陆师兄说了。,压抑,CU,eye-level,static,diagonal,token,C1:dark-blue hanfu,indoor soft,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 管事处, indoor soft, characters C1, 管事摆手拒绝, emotion 压抑. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100057,refpacks/C1,storyboard,episodes/ep0001/storyboard/S0056.png,mid
S0057,1,SC02,setup,180,5,L1,管事处,C1,名册合上,别浪费宗门资源。,受挫,MS,eye-level,slow push-in,rule-of-thirds,,C1:dark-blue hanfu,indoor soft,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 管事处, indoor soft, characters C1, 名册合上, emotion 受挫. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100058,refpacks/C1,storyboard,episodes/ep0001/storyboard/S0057.png,mid
S0058,1,SC02,setup,185,3,L1,管事处,C1,柜台敲响,名册上没你。,窘迫,MCU,eye-level,slow push-in,two-shot,,C1:dark-blue hanfu,indoor soft,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 管事处, indoor soft, characters C1, 柜台敲响, emotion 窘迫. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100059,refpacks/C1,storyboard,episodes/ep0001/storyboard/S0058.png,mid
S0059,1,SC02,setup,188,3,L1,管事处,C1,门外脚步声,……,压抑,CU,eye-level,static,center,token,C1:dark-blue hanfu,indoor soft,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 管事处, indoor soft, characters C1, 门外脚步声, emotion 压抑. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100060,refpacks/C1,storyboard,episodes/ep0001/storyboard/S0059.png,mid
S0060,1,SC02,setup,191,5,L1,管事处,C1,门外脚步声,名册上没你。,窘迫,MCU,eye-level,handheld slight,rule-of-thirds,token,C1:dark-blue hanfu,indoor soft,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 管事处, indoor soft, characters C1, 门外脚步声, emotion 窘迫. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100061,refpacks/C1,storyboard,episodes/ep0001/storyboard/S0060.png,mid
S0061,1,SC02,setup,196,4,L1,管事处,C1,C1递上木牌,别浪费宗门资源。,窘迫,CU,eye-level,static,diagonal,,C1:dark-blue hanfu,indoor soft,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 管事处, indoor soft, characters C1, C1递上木牌, emotion 窘迫. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100062,refpacks/C1,storyboard,episodes/ep0001/storyboard/S0061.png,mid
S0062,1,SC02,setup,200,4,L1,管事处,C1,名册合上,……,压抑,MS,eye-level,static,over-shoulder,,C1:dark-blue hanfu,indoor soft,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 管事处, indoor soft, characters C1, 名册合上, emotion 压抑. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100063,refpacks/C1,storyboard,episodes/ep0001/storyboard/S0062.png,mid
S0063,1,SC02,setup,204,4,L1,管事处,C1,柜台敲响,陆师兄说了。,窘迫,MCU,eye-level,static,over-shoulder,,C1:dark-blue hanfu,indoor soft,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 管事处, indoor soft, characters C1, 柜台敲响, emotion 窘迫. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100064,refpacks/C1,storyboard,episodes/ep0001/storyboard/S0063.png,mid
S0064,1,SC02,setup,208,4,L1,管事处,C1,门外脚步声,名册上没你。,受挫,MCU,eye-level,slow push-in,center,register_book,C1:dark-blue hanfu,indoor soft,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 管事处, indoor soft, characters C1, 门外脚步声, emotion 受挫. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100065,refpacks/C1,storyboard,episodes/ep0001/storyboard/S0064.png,mid
S0065,1,SC02,setup,212,3,L1,管事处,C1,名册合上,名册上没你。,压抑,MS,eye-level,slow push-in,over-shoulder,,C1:dark-blue hanfu,indoor soft,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 管事处, indoor soft, characters C1, 名册合上, emotion 压抑. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100066,refpacks/C1,storyboard,episodes/ep0001/storyboard/S0065.png,mid
S0066,1,SC03,escalation_1,215,4,L3,藏经阁外,C1|C2,C2假意解围,……,紧张,WS,eye-level,static,diagonal,lantern,C1:dark-blue hanfu; C2:black robe silver pattern,warm lantern,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致; C2黑衣银纹+高发髻+银剑穗一致,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 藏经阁外, warm lantern, characters C1|C2, C2假意解围, emotion 紧张. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100067,refpacks/C1;refpacks/C2,storyboard,episodes/ep0001/storyboard/S0066.png,mid
S0067,1,SC03,escalation_1,219,3,L3,藏经阁外,C1|C2,绳索递出,去后山废井。,伪善,CU,eye-level,slow push-in,diagonal,lantern,C1:dark-blue hanfu; C2:black robe silver pattern,warm lantern,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致; C2黑衣银纹+高发髻+银剑穗一致,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 藏经阁外, warm lantern, characters C1|C2, 绳索递出, emotion 伪善. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100068,refpacks/C1;refpacks/C2,storyboard,episodes/ep0001/storyboard/S0067.png,mid
S0068,1,SC03,escalation_1,222,3,L3,藏经阁外,C1|C2,门规牌匾特写,止步。,冷淡,CU,eye-level,slow push-in,two-shot,,C1:dark-blue hanfu; C2:black robe silver pattern,warm lantern,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致; C2黑衣银纹+高发髻+银剑穗一致,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 藏经阁外, warm lantern, characters C1|C2, 门规牌匾特写, emotion 冷淡. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100069,refpacks/C1;refpacks/C2,storyboard,episodes/ep0001/storyboard/S0068.png,mid
S0069,1,SC03,escalation_1,225,4,L3,藏经阁外,C1|C2,灯笼晃动,他只是想看看门规。,伪善,MS,eye-level,slow push-in,two-shot,lantern,C1:dark-blue hanfu; C2:black robe silver pattern,warm lantern,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致; C2黑衣银纹+高发髻+银剑穗一致,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 藏经阁外, warm lantern, characters C1|C2, 灯笼晃动, emotion 伪善. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100070,refpacks/C1;refpacks/C2,storyboard,episodes/ep0001/storyboard/S0069.png,mid
S0070,1,SC03,escalation_1,229,3,L3,藏经阁外,C1|C2,绳索递出,……,冷淡,MCU,eye-level,handheld slight,center,rope,C1:dark-blue hanfu; C2:black robe silver pattern,warm lantern,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致; C2黑衣银纹+高发髻+银剑穗一致,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 藏经阁外, warm lantern, characters C1|C2, 绳索递出, emotion 冷淡. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100071,refpacks/C1;refpacks/C2,storyboard,episodes/ep0001/storyboard/S0070.png,mid
S0071,1,SC03,escalation_1,232,5,L3,藏经阁外,C1|C2,执事拦下,他只是想看看门规。,紧张,MCU,eye-level,handheld slight,over-shoulder,,C1:dark-blue hanfu; C2:black robe silver pattern,warm lantern,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致; C2黑衣银纹+高发髻+银剑穗一致,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 藏经阁外, warm lantern, characters C1|C2, 执事拦下, emotion 紧张. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100072,refpacks/C1;refpacks/C2,storyboard,episodes/ep0001/storyboard/S0071.png,mid
S0072,1,SC03,escalation_1,237,3,L3,藏经阁外,C1|C2,绳索递出,止步。,伪善,MCU,eye-level,slow push-in,diagonal,,C1:dark-blue hanfu; C2:black robe silver pattern,warm lantern,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致; C2黑衣银纹+高发髻+银剑穗一致,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 藏经阁外, warm lantern, characters C1|C2, 绳索递出, emotion 伪善. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100073,refpacks/C1;refpacks/C2,storyboard,episodes/ep0001/storyboard/S0072.png,mid
S0073,1,SC03,escalation_1,240,4,L3,藏经阁外,C1|C2,C2假意解围,……,伪善,WS,eye-level,static,over-shoulder,,C1:dark-blue hanfu; C2:black robe silver pattern,warm lantern,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致; C2黑衣银纹+高发髻+银剑穗一致,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 藏经阁外, warm lantern, characters C1|C2, C2假意解围, emotion 伪善. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100074,refpacks/C1;refpacks/C2,storyboard,episodes/ep0001/storyboard/S0073.png,mid
S0074,1,SC03,escalation_1,244,3,L3,藏经阁外,C1|C2,C2假意解围,他只是想看看门规。,紧张,MCU,eye-level,handheld slight,diagonal,lantern,C1:dark-blue hanfu; C2:black robe silver pattern,warm lantern,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致; C2黑衣银纹+高发髻+银剑穗一致,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 藏经阁外, warm lantern, characters C1|C2, C2假意解围, emotion 紧张. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100075,refpacks/C1;refpacks/C2,storyboard,episodes/ep0001/storyboard/S0074.png,mid
S0075,1,SC03,escalation_1,247,3,L3,藏经阁外,C1|C2,灯笼晃动,止步。,紧张,MCU,eye-level,static,center,rope,C1:dark-blue hanfu; C2:black robe silver pattern,warm lantern,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致; C2黑衣银纹+高发髻+银剑穗一致,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 藏经阁外, warm lantern, characters C1|C2, 灯笼晃动, emotion 紧张. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100076,refpacks/C1;refpacks/C2,storyboard,episodes/ep0001/storyboard/S0075.png,mid
S0076,1,SC03,escalation_1,250,4,L3,藏经阁外,C1|C2,门规牌匾特写,去后山废井。,冷淡,WS,eye-level,slow push-in,rule-of-thirds,rope,C1:dark-blue hanfu; C2:black robe silver pattern,warm lantern,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致; C2黑衣银纹+高发髻+银剑穗一致,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 藏经阁外, warm lantern, characters C1|C2, 门规牌匾特写, emotion 冷淡. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100077,refpacks/C1;refpacks/C2,storyboard,episodes/ep0001/storyboard/S0076.png,mid
S0077,1,SC03,escalation_1,254,3,L3,藏经阁外,C1|C2,门规牌匾特写,去后山废井。,伪善,MS,eye-level,static,rule-of-thirds,,C1:dark-blue hanfu; C2:black robe silver pattern,warm lantern,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致; C2黑衣银纹+高发髻+银剑穗一致,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 藏经阁外, warm lantern, characters C1|C2, 门规牌匾特写, emotion 伪善. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100078,refpacks/C1;refpacks/C2,storyboard,episodes/ep0001/storyboard/S0077.png,mid
S0078,1,SC03,escalation_1,257,3,L3,藏经阁外,C1|C2,灯笼晃动,他只是想看看门规。,紧张,CU,eye-level,slow push-in,diagonal,,C1:dark-blue hanfu; C2:black robe silver pattern,warm lantern,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致; C2黑衣银纹+高发髻+银剑穗一致,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 藏经阁外, warm lantern, characters C1|C2, 灯笼晃动, emotion 紧张. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100079,refpacks/C1;refpacks/C2,storyboard,episodes/ep0001/storyboard/S0078.png,mid
S0079,1,SC03,escalation_1,260,3,L3,藏经阁外,C1|C2,绳索递出,他只是想看看门规。,冷淡,MS,eye-level,slow push-in,rule-of-thirds,rope,C1:dark-blue hanfu; C2:black robe silver pattern,warm lantern,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致; C2黑衣银纹+高发髻+银剑穗一致,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 藏经阁外, warm lantern, characters C1|C2, 绳索递出, emotion 冷淡. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100080,refpacks/C1;refpacks/C2,storyboard,episodes/ep0001/storyboard/S0079.png,mid
S0080,1,SC03,escalation_1,263,4,L3,藏经阁外,C1|C2,C2假意解围,……,伪善,MCU,eye-level,static,over-shoulder,,C1:dark-blue hanfu; C2:black robe silver pattern,warm lantern,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致; C2黑衣银纹+高发髻+银剑穗一致,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 藏经阁外, warm lantern, characters C1|C2, C2假意解围, emotion 伪善. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100081,refpacks/C1;refpacks/C2,storyboard,episodes/ep0001/storyboard/S0080.png,mid
S0081,1,SC03,escalation_1,267,3,L3,藏经阁外,C1|C2,绳索递出,去后山废井。,冷淡,CU,eye-level,handheld slight,two-shot,rope,C1:dark-blue hanfu; C2:black robe silver pattern,warm lantern,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致; C2黑衣银纹+高发髻+银剑穗一致,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 藏经阁外, warm lantern, characters C1|C2, 绳索递出, emotion 冷淡. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100082,refpacks/C1;refpacks/C2,storyboard,episodes/ep0001/storyboard/S0081.png,mid
S0082,1,SC03,escalation_1,270,3,L3,藏经阁外,C1|C2,C2假意解围,他只是想看看门规。,冷淡,CU,eye-level,static,rule-of-thirds,,C1:dark-blue hanfu; C2:black robe silver pattern,warm lantern,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致; C2黑衣银纹+高发髻+银剑穗一致,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 藏经阁外, warm lantern, characters C1|C2, C2假意解围, emotion 冷淡. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100083,refpacks/C1;refpacks/C2,storyboard,episodes/ep0001/storyboard/S0082.png,mid
S0083,1,SC03,escalation_1,273,4,L3,藏经阁外,C1|C2,门规牌匾特写,他只是想看看门规。,冷淡,MS,eye-level,handheld slight,over-shoulder,rope,C1:dark-blue hanfu; C2:black robe silver pattern,warm lantern,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致; C2黑衣银纹+高发髻+银剑穗一致,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 藏经阁外, warm lantern, characters C1|C2, 门规牌匾特写, emotion 冷淡. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100084,refpacks/C1;refpacks/C2,storyboard,episodes/ep0001/storyboard/S0083.png,mid
S0084,1,SC03,escalation_1,277,4,L3,藏经阁外,C1|C2,灯笼晃动,他只是想看看门规。,紧张,WS,eye-level,static,diagonal,,C1:dark-blue hanfu; C2:black robe silver pattern,warm lantern,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致; C2黑衣银纹+高发髻+银剑穗一致,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 藏经阁外, warm lantern, characters C1|C2, 灯笼晃动, emotion 紧张. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100085,refpacks/C1;refpacks/C2,storyboard,episodes/ep0001/storyboard/S0084.png,mid
S0085,1,SC03,escalation_1,281,3,L3,藏经阁外,C1|C2,绳索递出,他只是想看看门规。,伪善,CU,eye-level,static,rule-of-thirds,lantern,C1:dark-blue hanfu; C2:black robe silver pattern,warm lantern,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致; C2黑衣银纹+高发髻+银剑穗一致,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 藏经阁外, warm lantern, characters C1|C2, 绳索递出, emotion 伪善. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100086,refpacks/C1;refpacks/C2,storyboard,episodes/ep0001/storyboard/S0085.png,mid
S0086,1,SC03,escalation_1,284,5,L3,藏经阁外,C1|C2,执事拦下,……,伪善,MCU,eye-level,static,over-shoulder,rope,C1:dark-blue hanfu; C2:black robe silver pattern,warm lantern,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致; C2黑衣银纹+高发髻+银剑穗一致,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 藏经阁外, warm lantern, characters C1|C2, 执事拦下, emotion 伪善. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100087,refpacks/C1;refpacks/C2,storyboard,episodes/ep0001/storyboard/S0086.png,mid
S0087,1,SC03,escalation_1,289,4,L3,藏经阁外,C1|C2,C2假意解围,……,冷淡,MCU,eye-level,static,center,rope,C1:dark-blue hanfu; C2:black robe silver pattern,warm lantern,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致; C2黑衣银纹+高发髻+银剑穗一致,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 藏经阁外, warm lantern, characters C1|C2, C2假意解围, emotion 冷淡. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100088,refpacks/C1;refpacks/C2,storyboard,episodes/ep0001/storyboard/S0087.png,mid
S0088,1,SC03,escalation_1,293,3,L3,藏经阁外,C1|C2,C2假意解围,去后山废井。,冷淡,MCU,eye-level,static,diagonal,lantern,C1:dark-blue hanfu; C2:black robe silver pattern,warm lantern,cinematic|realistic|ancient|9:16,C1半束发髻+深蓝常驻道袍+玉坠一致; C2黑衣银纹+高发髻+银剑穗一致,"Vertical 9:16, cinematic realistic live-action ancient xianxia, 藏经阁外, warm lantern, characters C1|C2, C2假意解围, emotion 冷淡. no modern text",,blurry|lowres|deformed hands|extra fingers|text|watermark|logo|bad anatomy,100089,refpacks/C1;refpacks/C2,storyboard,episodes/ep0001/storyboard/S0088.png,mid
